image_path,label,class_name
data/raw/uc_merced/sparseresidential/sparseresidential_019.jpg,18,sparseresidential
data/raw/uc_merced/beach/beach_039.jpg,3,beach
data/raw/uc_merced/sparseresidential/sparseresidential_085.jpg,18,sparseresidential
data/raw/uc_merced/storagetanks/storagetanks_085.jpg,19,storagetanks
data/raw/uc_merced/sparseresidential/sparseresidential_045.jpg,18,sparseresidential
data/raw/uc_merced/mediumresidential/mediumresidential_096.jpg,12,mediumresidential
data/raw/uc_merced/agricultural/agricultural_050.jpg,0,agricultural
data/raw/uc_merced/golfcourse/golfcourse_085.jpg,9,golfcourse
data/raw/uc_merced/tenniscourt/tenniscourt_049.jpg,20,tenniscourt
data/raw/uc_merced/golfcourse/golfcourse_073.jpg,9,golfcourse
data/raw/uc_merced/agricultural/agricultural_048.jpg,0,agricultural
data/raw/uc_merced/buildings/buildings_010.jpg,4,buildings
data/raw/uc_merced/sparseresidential/sparseresidential_089.jpg,18,sparseresidential
data/raw/uc_merced/freeway/freeway_034.jpg,8,freeway
data/raw/uc_merced/parkinglot/parkinglot_081.jpg,15,parkinglot
data/raw/uc_merced/beach/beach_045.jpg,3,beach
data/raw/uc_merced/sparseresidential/sparseresidential_090.jpg,18,sparseresidential
data/raw/uc_merced/sparseresidential/sparseresidential_064.jpg,18,sparseresidential
data/raw/uc_merced/parkinglot/parkinglot_026.jpg,15,parkinglot
data/raw/uc_merced/golfcourse/golfcourse_072.jpg,9,golfcourse
data/raw/uc_merced/beach/beach_074.jpg,3,beach
data/raw/uc_merced/denseresidential/denseresidential_051.jpg,6,denseresidential
data/raw/uc_merced/sparseresidential/sparseresidential_047.jpg,18,sparseresidential
data/raw/uc_merced/airplane/airplane_045.jpg,1,airplane
data/raw/uc_merced/beach/beach_001.jpg,3,beach
data/raw/uc_merced/beach/beach_082.jpg,3,beach
data/raw/uc_merced/denseresidential/denseresidential_006.jpg,6,denseresidential
data/raw/uc_merced/harbor/harbor_057.jpg,10,harbor
data/raw/uc_merced/intersection/intersection_085.jpg,11,intersection
data/raw/uc_merced/parkinglot/parkinglot_038.jpg,15,parkinglot
data/raw/uc_merced/beach/beach_083.jpg,3,beach
data/raw/uc_merced/chaparral/chaparral_041.jpg,5,chaparral
data/raw/uc_merced/mediumresidential/mediumresidential_060.jpg,12,mediumresidential
data/raw/uc_merced/mobilehomepark/mobilehomepark_044.jpg,13,mobilehomepark
data/raw/uc_merced/agricultural/agricultural_070.jpg,0,agricultural
data/raw/uc_merced/beach/beach_080.jpg,3,beach
data/raw/uc_merced/agricultural/agricultural_034.jpg,0,agricultural
data/raw/uc_merced/agricultural/agricultural_019.jpg,0,agricultural
