partition,client_id,client_csv,class_name,count
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,agricultural,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,airplane,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,baseballdiamond,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,beach,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,buildings,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,chaparral,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,denseresidential,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,forest,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,freeway,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,golfcourse,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,harbor,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,intersection,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,mediumresidential,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,mobilehomepark,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,overpass,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,parkinglot,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,river,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,runway,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,sparseresidential,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,storagetanks,24
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_0.csv,tenniscourt,24
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,agricultural,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,airplane,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,baseballdiamond,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,beach,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,buildings,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,chaparral,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,denseresidential,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,forest,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,freeway,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,golfcourse,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,harbor,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,intersection,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,mediumresidential,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,mobilehomepark,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,overpass,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,parkinglot,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,river,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,runway,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,sparseresidential,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,storagetanks,23
iid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_1.csv,tenniscourt,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,agricultural,23
