partition,client_id,client_csv,class_name,count
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,airplane,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,airport,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,baseball_diamond,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,basketball_court,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,beach,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,bridge,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,chaparral,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,church,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,circular_farmland,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,cloud,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,commercial_area,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,dense_residential,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,desert,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,forest,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,freeway,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,golf_course,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,ground_track_field,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,harbor,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,industrial_area,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,intersection,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,island,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,lake,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,meadow,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,medium_residential,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,mobile_home_park,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,mountain,47
iid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_iid/client_0.csv,overpass,47
