partition,client_id,client_csv,class_name,count
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,agricultural,42
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,airplane,14
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,baseballdiamond,14
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,beach,42
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,buildings,14
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,chaparral,14
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,denseresidential,42
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,forest,14
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,freeway,14
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,golfcourse,42
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,harbor,14
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,intersection,14
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,mediumresidential,42
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,mobilehomepark,14
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,overpass,14
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,parkinglot,42
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,river,14
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,runway,14
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,sparseresidential,42
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,storagetanks,14
noniid,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_0.csv,tenniscourt,14
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,agricultural,14
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,airplane,42
