partition,client_id,client_csv,class_name,count
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,airplane,2
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,airport,99
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,baseball_diamond,21
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,basketball_court,76
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,beach,41
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,bridge,40
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,chaparral,11
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,church,113
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,circular_farmland,18
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,cloud,20
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,commercial_area,0
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,dense_residential,44
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,desert,23
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,forest,22
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,freeway,101
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,golf_course,68
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,ground_track_field,18
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,harbor,82
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,industrial_area,1
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,intersection,113
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,island,77
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,lake,0
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,meadow,90
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,medium_residential,25
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,mobile_home_park,9
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,mountain,38
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,overpass,2
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,palace,1
clients_dirichlet_alpha03,0,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha03/client_0.csv,parking_lot,1
