image_path,label,class_name
data/raw/uc_merced/sparseresidential/sparseresidential_081.jpg,18,sparseresidential
data/raw/uc_merced/tenniscourt/tenniscourt_099.jpg,20,tenniscourt
data/raw/uc_merced/forest/forest_071.jpg,7,forest
data/raw/uc_merced/storagetanks/storagetanks_061.jpg,19,storagetanks
data/raw/uc_merced/mediumresidential/mediumresidential_049.jpg,12,mediumresidential
data/raw/uc_merced/denseresidential/denseresidential_092.jpg,6,denseresidential
data/raw/uc_merced/river/river_007.jpg,16,river
data/raw/uc_merced/sparseresidential/sparseresidential_054.jpg,18,sparseresidential
data/raw/uc_merced/tenniscourt/tenniscourt_067.jpg,20,tenniscourt
data/raw/uc_merced/golfcourse/golfcourse_010.jpg,9,golfcourse
data/raw/uc_merced/agricultural/agricultural_070.jpg,0,agricultural
data/raw/uc_merced/forest/forest_062.jpg,7,forest
data/raw/uc_merced/tenniscourt/tenniscourt_078.jpg,20,tenniscourt
data/raw/uc_merced/overpass/overpass_045.jpg,14,overpass
data/raw/uc_merced/golfcourse/golfcourse_016.jpg,9,golfcourse
data/raw/uc_merced/sparseresidential/sparseresidential_027.jpg,18,sparseresidential
data/raw/uc_merced/beach/beach_002.jpg,3,beach
data/raw/uc_merced/airplane/airplane_051.jpg,1,airplane
data/raw/uc_merced/harbor/harbor_093.jpg,10,harbor
data/raw/uc_merced/beach/beach_032.jpg,3,beach
data/raw/uc_merced/harbor/harbor_074.jpg,10,harbor
data/raw/uc_merced/tenniscourt/tenniscourt_069.jpg,20,tenniscourt
data/raw/uc_merced/mediumresidential/mediumresidential_033.jpg,12,mediumresidential
data/raw/uc_merced/tenniscourt/tenniscourt_006.jpg,20,tenniscourt
data/raw/uc_merced/airplane/airplane_083.jpg,1,airplane
data/raw/uc_merced/denseresidential/denseresidential_037.jpg,6,denseresidential
data/raw/uc_merced/tenniscourt/tenniscourt_010.jpg,20,tenniscourt
data/raw/uc_merced/tenniscourt/tenniscourt_081.jpg,20,tenniscourt
data/raw/uc_merced/beach/beach_065.jpg,3,beach
data/raw/uc_merced/beach/beach_043.jpg,3,beach
data/raw/uc_merced/beach/beach_077.jpg,3,beach
data/raw/uc_merced/tenniscourt/tenniscourt_053.jpg,20,tenniscourt
data/raw/uc_merced/storagetanks/storagetanks_027.jpg,19,storagetanks
data/raw/uc_merced/beach/beach_056.jpg,3,beach
data/raw/uc_merced/agricultural/agricultural_018.jpg,0,agricultural
data/raw/uc_merced/agricultural/agricultural_013.jpg,0,agricultural
data/raw/uc_merced/buildings/buildings_033.jpg,4,buildings
data/raw/uc_merced/chaparral/chaparral_059.jpg,5,chaparral
data/raw/uc_merced/parkinglot/parkinglot_083.jpg,15,parkinglot
data/raw/uc_merced/runway/runway_067.jpg,17,runway
data/raw/uc_merced/chaparral/chaparral_014.jpg,5,chaparral
data/raw/uc_merced/golfcourse/golfcourse_092.jpg,9,golfcourse
data/raw/uc_merced/baseballdiamond/baseballdiamond_080.jpg,2,baseballdiamond
data/raw/uc_merced/tenniscourt/tenniscourt_002.jpg,20,tenniscourt
data/raw/uc_merced/agricultural/agricultural_046.jpg,0,agricultural
data/raw/uc_merced/baseballdiamond/baseballdiamond_071.jpg,2,baseballdiamond
data/raw/uc_merced/baseballdiamond/baseballdiamond_054.jpg,2,baseballdiamond
data/raw/uc_merced/chaparral/chaparral_097.jpg,5,chaparral
data/raw/uc_merced/storagetanks/storagetanks_058.jpg,19,storagetanks
data/raw/uc_merced/airplane/airplane_084.jpg,1,airplane
data/raw/uc_merced/sparseresidential/sparseresidential_057.jpg,18,sparseresidential
data/raw/uc_merced/runway/runway_013.jpg,17,runway
data/raw/uc_merced/freeway/freeway_015.jpg,8,freeway
data/raw/uc_merced/harbor/harbor_091.jpg,10,harbor
data/raw/uc_merced/river/river_047.jpg,16,river
data/raw/uc_merced/sparseresidential/sparseresidential_077.jpg,18,sparseresidential
data/raw/uc_merced/golfcourse/golfcourse_019.jpg,9,golfcourse
data/raw/uc_merced/intersection/intersection_059.jpg,11,intersection
data/raw/uc_merced/buildings/buildings_069.jpg,4,buildings
data/raw/uc_merced/overpass/overpass_038.jpg,14,overpass
data/raw/uc_merced/freeway/freeway_006.jpg,8,freeway
data/raw/uc_merced/mobilehomepark/mobilehomepark_007.jpg,13,mobilehomepark
data/raw/uc_merced/forest/forest_081.jpg,7,forest
data/raw/uc_merced/intersection/intersection_093.jpg,11,intersection
