image_path,label,class_name
data/raw/nwpu_resisc45/lake/lake_00503.jpg,21,lake
data/raw/nwpu_resisc45/mobile_home_park/mobile_home_park_00302.jpg,24,mobile_home_park
data/raw/nwpu_resisc45/airplane/airplane_00025.jpg,0,airplane
data/raw/nwpu_resisc45/palace/palace_00508.jpg,27,palace
data/raw/nwpu_resisc45/forest/forest_00079.jpg,13,forest
data/raw/nwpu_resisc45/stadium/stadium_00316.jpg,39,stadium
data/raw/nwpu_resisc45/lake/lake_00574.jpg,21,lake
data/raw/nwpu_resisc45/dense_residential/dense_residential_00347.jpg,11,dense_residential
data/raw/nwpu_resisc45/railway_station/railway_station_00362.jpg,30,railway_station
data/raw/nwpu_resisc45/sea_ice/sea_ice_00204.jpg,35,sea_ice
data/raw/nwpu_resisc45/roundabout/roundabout_00643.jpg,33,roundabout
data/raw/nwpu_resisc45/palace/palace_00674.jpg,27,palace
data/raw/nwpu_resisc45/cloud/cloud_00077.jpg,9,cloud
data/raw/nwpu_resisc45/terrace/terrace_00107.jpg,42,terrace
data/raw/nwpu_resisc45/ship/ship_00006.jpg,36,ship
data/raw/nwpu_resisc45/industrial_area/industrial_area_00052.jpg,18,industrial_area
data/raw/nwpu_resisc45/commercial_area/commercial_area_00260.jpg,10,commercial_area
data/raw/nwpu_resisc45/rectangular_farmland/rectangular_farmland_00190.jpg,31,rectangular_farmland
data/raw/nwpu_resisc45/airplane/airplane_00193.jpg,0,airplane
data/raw/nwpu_resisc45/stadium/stadium_00151.jpg,39,stadium
data/raw/nwpu_resisc45/railway_station/railway_station_00450.jpg,30,railway_station
data/raw/nwpu_resisc45/desert/desert_00072.jpg,12,desert
data/raw/nwpu_resisc45/cloud/cloud_00487.jpg,9,cloud
data/raw/nwpu_resisc45/intersection/intersection_00011.jpg,19,intersection
data/raw/nwpu_resisc45/railway_station/railway_station_00069.jpg,30,railway_station
data/raw/nwpu_resisc45/terrace/terrace_00614.jpg,42,terrace
data/raw/nwpu_resisc45/mobile_home_park/mobile_home_park_00502.jpg,24,mobile_home_park
data/raw/nwpu_resisc45/roundabout/roundabout_00372.jpg,33,roundabout
data/raw/nwpu_resisc45/mobile_home_park/mobile_home_park_00611.jpg,24,mobile_home_park
data/raw/nwpu_resisc45/desert/desert_00695.jpg,12,desert
data/raw/nwpu_resisc45/airplane/airplane_00484.jpg,0,airplane
data/raw/nwpu_resisc45/railway_station/railway_station_00172.jpg,30,railway_station
data/raw/nwpu_resisc45/palace/palace_00620.jpg,27,palace
data/raw/nwpu_resisc45/mobile_home_park/mobile_home_park_00372.jpg,24,mobile_home_park
data/raw/nwpu_resisc45/airplane/airplane_00544.jpg,0,airplane
data/raw/nwpu_resisc45/mountain/mountain_00647.jpg,25,mountain
data/raw/nwpu_resisc45/cloud/cloud_00086.jpg,9,cloud
data/raw/nwpu_resisc45/railway/railway_00230.jpg,29,railway
data/raw/nwpu_resisc45/meadow/meadow_00373.jpg,22,meadow
data/raw/nwpu_resisc45/beach/beach_00208.jpg,4,beach
data/raw/nwpu_resisc45/overpass/overpass_00364.jpg,26,overpass
data/raw/nwpu_resisc45/basketball_court/basketball_court_00291.jpg,3,basketball_court
data/raw/nwpu_resisc45/chaparral/chaparral_00167.jpg,6,chaparral
data/raw/nwpu_resisc45/golf_course/golf_course_00099.jpg,15,golf_course
data/raw/nwpu_resisc45/parking_lot/parking_lot_00607.jpg,28,parking_lot
data/raw/nwpu_resisc45/cloud/cloud_00508.jpg,9,cloud
data/raw/nwpu_resisc45/church/church_00080.jpg,7,church
data/raw/nwpu_resisc45/palace/palace_00640.jpg,27,palace
data/raw/nwpu_resisc45/freeway/freeway_00509.jpg,14,freeway
data/raw/nwpu_resisc45/desert/desert_00004.jpg,12,desert
data/raw/nwpu_resisc45/desert/desert_00032.jpg,12,desert
data/raw/nwpu_resisc45/roundabout/roundabout_00631.jpg,33,roundabout
data/raw/nwpu_resisc45/tennis_court/tennis_court_00314.jpg,41,tennis_court
data/raw/nwpu_resisc45/ship/ship_00520.jpg,36,ship
data/raw/nwpu_resisc45/railway_station/railway_station_00214.jpg,30,railway_station
data/raw/nwpu_resisc45/railway/railway_00377.jpg,29,railway
data/raw/nwpu_resisc45/baseball_diamond/baseball_diamond_00197.jpg,2,baseball_diamond
data/raw/nwpu_resisc45/golf_course/golf_course_00073.jpg,15,golf_course
data/raw/nwpu_resisc45/snowberg/snowberg_00206.jpg,37,snowberg
data/raw/nwpu_resisc45/storage_tank/storage_tank_00217.jpg,40,storage_tank
data/raw/nwpu_resisc45/sparse_residential/sparse_residential_00235.jpg,38,sparse_residential
data/raw/nwpu_resisc45/medium_residential/medium_residential_00314.jpg,23,medium_residential
data/raw/nwpu_resisc45/ship/ship_00206.jpg,36,ship
data/raw/nwpu_resisc45/ground_track_field/ground_track_field_00315.jpg,16,ground_track_field
data/raw/nwpu_resisc45/wetland/wetland_00360.jpg,44,wetland
data/raw/nwpu_resisc45/desert/desert_00571.jpg,12,desert
data/raw/nwpu_resisc45/island/island_00633.jpg,20,island
data/raw/nwpu_resisc45/terrace/terrace_00458.jpg,42,terrace
data/raw/nwpu_resisc45/desert/desert_00402.jpg,12,desert
data/raw/nwpu_resisc45/beach/beach_00594.jpg,4,beach
data/raw/nwpu_resisc45/chaparral/chaparral_00667.jpg,6,chaparral
data/raw/nwpu_resisc45/church/church_00084.jpg,7,church
data/raw/nwpu_resisc45/circular_farmland/circular_farmland_00061.jpg,8,circular_farmland
data/raw/nwpu_resisc45/dense_residential/dense_residential_00316.jpg,11,dense_residential
data/raw/nwpu_resisc45/beach/beach_00003.jpg,4,beach
data/raw/nwpu_resisc45/roundabout/roundabout_00516.jpg,33,roundabout
data/raw/nwpu_resisc45/airport/airport_00544.jpg,1,airport
data/raw/nwpu_resisc45/church/church_00526.jpg,7,church
data/raw/nwpu_resisc45/tennis_court/tennis_court_00547.jpg,41,tennis_court
data/raw/nwpu_resisc45/railway_station/railway_station_00441.jpg,30,railway_station
data/raw/nwpu_resisc45/airport/airport_00163.jpg,1,airport
data/raw/nwpu_resisc45/bridge/bridge_00506.jpg,5,bridge
data/raw/nwpu_resisc45/industrial_area/industrial_area_00387.jpg,18,industrial_area
data/raw/nwpu_resisc45/lake/lake_00421.jpg,21,lake
data/raw/nwpu_resisc45/sea_ice/sea_ice_00431.jpg,35,sea_ice
data/raw/nwpu_resisc45/roundabout/roundabout_00064.jpg,33,roundabout
data/raw/nwpu_resisc45/ship/ship_00650.jpg,36,ship
data/raw/nwpu_resisc45/railway_station/railway_station_00287.jpg,30,railway_station
data/raw/nwpu_resisc45/chaparral/chaparral_00582.jpg,6,chaparral
data/raw/nwpu_resisc45/railway_station/railway_station_00407.jpg,30,railway_station
data/raw/nwpu_resisc45/dense_residential/dense_residential_00427.jpg,11,dense_residential
data/raw/nwpu_resisc45/basketball_court/basketball_court_00142.jpg,3,basketball_court
data/raw/nwpu_resisc45/basketball_court/basketball_court_00331.jpg,3,basketball_court
data/raw/nwpu_resisc45/cloud/cloud_00304.jpg,9,cloud
data/raw/nwpu_resisc45/palace/palace_00687.jpg,27,palace
data/raw/nwpu_resisc45/industrial_area/industrial_area_00063.jpg,18,industrial_area
data/raw/nwpu_resisc45/terrace/terrace_00497.jpg,42,terrace
data/raw/nwpu_resisc45/meadow/meadow_00453.jpg,22,meadow
data/raw/nwpu_resisc45/chaparral/chaparral_00085.jpg,6,chaparral
data/raw/nwpu_resisc45/airplane/airplane_00516.jpg,0,airplane
data/raw/nwpu_resisc45/dense_residential/dense_residential_00428.jpg,11,dense_residential
data/raw/nwpu_resisc45/airport/airport_00367.jpg,1,airport
data/raw/nwpu_resisc45/mountain/mountain_00183.jpg,25,mountain
data/raw/nwpu_resisc45/chaparral/chaparral_00446.jpg,6,chaparral
data/raw/nwpu_resisc45/forest/forest_00346.jpg,13,forest
data/raw/nwpu_resisc45/baseball_diamond/baseball_diamond_00255.jpg,2,baseball_diamond
data/raw/nwpu_resisc45/industrial_area/industrial_area_00598.jpg,18,industrial_area
data/raw/nwpu_resisc45/forest/forest_00232.jpg,13,forest
data/raw/nwpu_resisc45/roundabout/roundabout_00434.jpg,33,roundabout
data/raw/nwpu_resisc45/storage_tank/storage_tank_00019.jpg,40,storage_tank
data/raw/nwpu_resisc45/desert/desert_00436.jpg,12,desert
data/raw/nwpu_resisc45/railway/railway_00306.jpg,29,railway
data/raw/nwpu_resisc45/runway/runway_00409.jpg,34,runway
data/raw/nwpu_resisc45/railway_station/railway_station_00519.jpg,30,railway_station
data/raw/nwpu_resisc45/commercial_area/commercial_area_00009.jpg,10,commercial_area
