image_path,label,class_name
data/raw/nwpu_resisc45/runway/runway_00048.jpg,34,runway
data/raw/nwpu_resisc45/rectangular_farmland/rectangular_farmland_00569.jpg,31,rectangular_farmland
data/raw/nwpu_resisc45/bridge/bridge_00296.jpg,5,bridge
data/raw/nwpu_resisc45/cloud/cloud_00080.jpg,9,cloud
data/raw/nwpu_resisc45/river/river_00467.jpg,32,river
data/raw/nwpu_resisc45/cloud/cloud_00028.jpg,9,cloud
data/raw/nwpu_resisc45/meadow/meadow_00384.jpg,22,meadow
data/raw/nwpu_resisc45/golf_course/golf_course_00586.jpg,15,golf_course
data/raw/nwpu_resisc45/industrial_area/industrial_area_00260.jpg,18,industrial_area
data/raw/nwpu_resisc45/mountain/mountain_00296.jpg,25,mountain
data/raw/nwpu_resisc45/sea_ice/sea_ice_00678.jpg,35,sea_ice
data/raw/nwpu_resisc45/industrial_area/industrial_area_00419.jpg,18,industrial_area
data/raw/nwpu_resisc45/palace/palace_00142.jpg,27,palace
data/raw/nwpu_resisc45/sea_ice/sea_ice_00421.jpg,35,sea_ice
data/raw/nwpu_resisc45/dense_residential/dense_residential_00480.jpg,11,dense_residential
data/raw/nwpu_resisc45/industrial_area/industrial_area_00387.jpg,18,industrial_area
data/raw/nwpu_resisc45/railway_station/railway_station_00585.jpg,30,railway_station
data/raw/nwpu_resisc45/intersection/intersection_00197.jpg,19,intersection
data/raw/nwpu_resisc45/sea_ice/sea_ice_00645.jpg,35,sea_ice
data/raw/nwpu_resisc45/ship/ship_00183.jpg,36,ship
data/raw/nwpu_resisc45/forest/forest_00121.jpg,13,forest
data/raw/nwpu_resisc45/parking_lot/parking_lot_00588.jpg,28,parking_lot
data/raw/nwpu_resisc45/parking_lot/parking_lot_00619.jpg,28,parking_lot
data/raw/nwpu_resisc45/cloud/cloud_00639.jpg,9,cloud
data/raw/nwpu_resisc45/railway_station/railway_station_00320.jpg,30,railway_station
data/raw/nwpu_resisc45/forest/forest_00294.jpg,13,forest
